alias,EC446_auxin0_tev.EAC22,EC446_auxin0_total.EAC22,EC446_auxin15_tev.EAC22,EC446_auxin15_total.EAC22,EC446_auxin30_tev.EAC22,EC446_auxin30_total.EAC22,EC446_auxin60_tev.EAC22,EC446_auxin60_total.EAC22,EC450_auxin0_tev.EAC22,EC450_auxin0_total.EAC22,EC450_auxin30_tev.EAC22,EC450_auxin30_total.EAC22,auxin0,auxin30,description,short_description
HSM3,0.827927301656,1.43818066751,0.788768820255,1.37701558591,1.10056279326,1.40445194739,1.02185324152,1.48612339401,1.14780361028,1.26773530686,1.44413780743,1.19924422176,1.76411517388,1.66342046551,Proteasome-interacting protein; involved in the assembly of the base subcomplex of the 19S proteasomal regulatory particle (RP); involved in DNA mismatch repair during slow growth; weak similarity to Msh1p; related to human 19S subunit S5b; structural study suggests Hsm3p is a scaffold protein for Rpt1p-Rpt2p complex formation,Proteasome-interacting protein; involved in the assembly of the base subcom...
DUG2,0.86670401879,1.25510863502,1.20279335957,1.48583016965,1.26191151372,1.4342118462,1.151710428,1.520288091,1.46912691739,1.30651202399,1.50064329153,1.49329344399,1.24929528363,1.20787389782,Component of glutamine amidotransferase (GATase II); forms a complex with Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p),Component of glutamine amidotransferase (GATase II); forms a complex with D...
SNF5,0.649429972835,1.24195457172,0.852180034978,1.16855503371,1.06185332208,1.21996425487,1.18313849736,1.29897695607,1.20818837038,1.46944921975,1.31999814094,1.37099491127,1.44428869227,1.34365884753,Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf6p; relocates to the cytosol under hypoxic conditions,Subunit of the SWI/SNF chromatin remodeling complex; involved in transcript...
MAL33,0.23686269463,0.625267310863,0.28985043644,-0.390140280173,0.0508603372075,0.154184462895,0.25469737544,0.623584034876,-1.5,0.433632651145,-1.5,-1.5,0.80707976426,0.590997550821,MAL-activator protein; part of complex locus MAL3; nonfunctional in genomic reference strain S288C,MAL-activator protein; part of complex locus MAL3; nonfunctional in genomic...
YCL002C,1.90212614718,0.699466156392,1.39959673109,1.00627786009,1.32917916539,1.17348243842,1.20395748436,1.16332226257,1.40908909917,1.46207400611,1.40439330066,1.23868096103,1.40485726575,1.41017928348,Putative protein of unknown function; YCL002C is not an essential gene,Putative protein of unknown function; YCL002C is not an essential gene
YCL011C-A,2.17794375801,-1.5,2.12105650965,1.19439345969,2.03595822957,1.51851140021,2.12417429108,1.85175931598,1.76888683893,0.976773705853,1.69724425078,1.75338066077,1.9827107661,1.87681753775,"Putative protein of unknown function; orthologs are present in S. bayanus, S. paradoxus and Ashbya gossypii; YCL012C is not an essential gene","Putative protein of unknown function; orthologs are present in S. bayanus, ..."
FRM2,-1.5,0.53283460021,-0.0787886861524,-0.00545173610613,-1.5,-0.364216980031,0.241445910835,-0.27048102201,-1.5,0.81832119521,-1.5,-1.5,1.06213445051,3.00171437975,"Type II nitroreductase, using NADH as reductant; mutants are defective in fatty acid mediated repression of genes involved in fatty acid biosynthesis indicative of a role in lipid signaling; involved in the oxidative stress response; transcription induction by cadmium and selenite indicates a possible role in the metal stress response; expression induced in cells treated with the mycotoxin patulin","Type II nitroreductase, using NADH as reductant; mutants are defective in f..."
MXR2,1.38076927031,1.82353154887,1.59069791708,1.83294754156,1.69991689121,1.9108748953,1.70823411855,1.95708434002,1.52455431989,1.35569047721,1.29800977176,1.5582661644,1.66913966065,1.83890895628,Methionine-R-sulfoxide reductase; involved in the response to oxidative stress; protects iron-sulfur clusters from oxidative inactivation along with MXR1; involved in the regulation of lifespan,Methionine-R-sulfoxide reductase; involved in the response to oxidative str...
YCL042W,2.13259158197,2.48320763732,2.30050413297,2.65787695156,2.36295231605,2.68338180582,2.68318064178,2.9307554013,2.40671040004,2.39005937884,2.04983208342,2.40699848907,2.96541282364,2.89276541314,Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm,Putative protein of unknown function; epitope-tagged protein localizes to t...
APA1,2.06336134698,2.49940759765,2.35186462007,2.70097090354,2.55106089172,2.84167175038,2.53901212732,2.9070321042,2.25195874097,2.45470596824,2.26396863596,2.79886206336,2.55427533174,2.85834089046,"AP4A phosphorylase; bifunctional diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase and ADP sulfurylase involved in catabolism of bis(5'-nucleosidyl) tetraphosphates; catalyzes phosphorolysis of dinucleoside oligophosphates, cleaving substrates' alpha/beta-anhydride bond and introducing Pi into the beta-position of the corresponding NDP formed; protein abundance increases under DNA replication stress; APA1 has a paralog, APA2, that arose from the whole genome duplication","AP4A phosphorylase; bifunctional diadenosine 5',5'''-P1,P4-tetraphosphate p..."
ADF1,0.85403010422,1.36737345706,1.07450893333,1.43114711207,0.96905774246,1.33065988339,1.25207602674,1.40915587486,-1.5,1.74977006507,-1.5,1.12843701131,2.32558243328,1.93195854847,Transcriptional repressor encoded by the FYV5 antisense strand; negatively regulates transcription of FYV5 by binding to the promoter on the sense strand,Transcriptional repressor encoded by the FYV5 antisense strand; negatively ...
YCL068C,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,Putative protein of unknown function,Putative protein of unknown function
YCR007C,1.92665065543,1.34308399526,1.20250781591,0.980888918001,1.82700812868,1.52521366107,1.56357866687,1.20488011012,0.672495696328,1.3275405946,1.62204240725,0.803117553848,1.45882437127,1.3513665859,Putative integral membrane protein; member of DUP240 gene family; YCR007C is not an essential gene,Putative integral membrane protein; member of DUP240 gene family; YCR007C i...
YCR016W,-1.5,1.46993726363,1.26724937024,1.34918649204,1.16179817937,1.31627482751,1.04232882723,1.33800812411,1.36664684976,1.84560048897,-1.5,1.41808746123,2.24866044668,1.9816962487,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus and nucleus; predicted to be involved in ribosome biogenesis,Putative protein of unknown function; green fluorescent protein (GFP)-fusio...
YCR023C,1.91345902696,1.28762320408,1.46212009777,1.0255432797,1.24327356033,0.913450369118,1.21078402558,1.0485790123,1.34403363308,0.919897285304,1.37409994083,1.34971675399,1.1493127199,1.17417219799,Vacuolar membrane protein of unknown function; member of the multidrug resistance family; YCR023C is not an essential gene,Vacuolar membrane protein of unknown function; member of the multidrug resi...
SYP1,1.26861929075,1.75393391999,1.48385506444,1.76383219422,1.47472739834,1.67554802528,1.58092019772,1.78482699536,1.34182326604,1.74414284822,1.5380423103,1.63993621085,1.76077443063,1.78147130993,Negative regulator of WASP-Arp23 complex; involved in endocytic site formation; directly inhibits Las17p stimulation of Arp23 complex-mediated actin assembly in vitro; may regulate assembly and disassembly of the septin ring; colocalizes and interacts with septin subunits; potential role in actin cytoskeletal organization,Negative regulator of WASP-Arp23 complex; involved in endocytic site format...
BUD5,-1.5,0.311886876814,0.223142335731,-0.0503082004475,0.47784259265,0.414835296572,0.497619442158,0.437990180308,0.845418560535,-1.5,-1.5,-1.5,0.64082689333,0.453708375826,GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types,GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipo...
BUD23,0.944897108593,1.65781281634,0.846617175073,1.18319555989,1.15683475984,1.21440139497,0.962731789404,1.18852744989,1.8156808861,1.56763579738,1.68604635098,1.34424275229,1.97638350967,1.65215962904,Methyltransferase; methylates residue G1575 of 18S rRNA; required for rRNA processing and nuclear export of 40S ribosomal subunits independently of methylation activity; diploid mutant displays random budding pattern,Methyltransferase; methylates residue G1575 of 18S rRNA; required for rRNA ...
YIH1,1.19445884608,1.72899149799,1.3824856514,1.45955047397,1.2947632275,1.45911062966,1.27675151611,1.56249797336,1.4174251417,1.59534878525,1.71375933885,1.67298573582,1.72356333019,1.61040085225,Negative regulator of eIF2 kinase Gcn2p; competes with Gcn2p for binding to Gcn1p; may contribute to regulation of translation in response to starvation via regulation of Gcn2p; binds to monomeric actin and to ribosomes and polyribosomes; ortholog of mammalian IMPACT,Negative regulator of eIF2 kinase Gcn2p; competes with Gcn2p for binding to...
CPR4,3.01213645094,1.99720602661,2.98507159184,1.97907557724,2.91093831089,1.87981105175,2.95628816692,2.05671721136,2.3337963123,1.85672388934,2.57719443427,1.93436083991,1.69036267955,1.6554721609,"Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; has a potential role in the secretory pathway; CPR4 has a paralog, CPR8, that arose from the whole genome duplication",Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans ...
PAT1,1.21031546262,1.84689776719,1.48579015326,1.91575094774,1.48608666808,1.77016357681,1.41496526788,1.87908620391,1.59713856088,1.91896878012,1.67676364807,1.91407084264,1.75250380865,1.79169410032,"Deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission, maintenance of rDNA locus stability, and protection of mRNA 3'-UTRs from trimming; associated with topoisomerase II; functionally linked to Pab1p; forms cytoplasmic foci upon DNA replication stress; phosphorylation by PKA inhibits P body foci formation",Deadenylation-dependent mRNA-decapping factor; also required for faithful c...
ABP1,1.79754467266,2.42264715955,2.0788855056,2.50298015778,2.03395609329,2.49537159671,2.00142622284,2.50354124893,2.25169974415,2.39601478672,2.04472810368,2.37298157542,2.27735077617,2.28907249776,"Actin-binding protein of the cortical actin cytoskeleton; important for activation of the Arp2/3 complex that plays a key role actin in cytoskeleton organization; inhibits barbed-end actin filament elongation; phosphorylation within its PRR (Proline-Rich Region), mediated by Cdc28p and Pho85p, protects Abp1p from proteolysis mediated by its own PEST sequences",Actin-binding protein of the cortical actin cytoskeleton; important for act...
YCR095W-A,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.269960579866,0.615821134546,Putative protein of unknown function,Putative protein of unknown function
PAU3,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,Member of the seripauperin multigene family; encoded mainly in subtelomeric region; active during alcoholic fermentation; regulated by anaerobiosis; negatively regulated by oxygen; repressed by heme,Member of the seripauperin multigene family; encoded mainly in subtelomeric...
MCD1,0.932443366899,1.51273350937,1.22968396793,1.40235040511,1.0877656,1.19790767547,1.08594064971,1.2534859315,1.50219714874,1.43024331908,1.13847940759,1.12766902794,1.4661436027,1.31540454927,Essential alpha-kleisin subunit of the cohesin complex; required for sister chromatid cohesion in mitosis and meiosis; apoptosis induces cleavage and translocation of a C-terminal fragment to mitochondria; expression peaks in S phase,Essential alpha-kleisin subunit of the cohesin complex; required for sister...
GRX6,2.47291549353,1.6852288507,2.48430011433,1.54996204859,2.36037989863,1.59115210457,2.31106756419,1.75867427675,1.80122496969,1.51841777471,1.85867707793,1.51687347924,1.90110554456,1.59660142834,"Cis-golgi localized monothiol glutaredoxin, binds Fe-S cluster; more similar in activity to dithiol than other monothiol glutaredoxins; involved in the oxidative stress response; GRX6 has a paralog, GRX7, that arose from the whole genome duplication","Cis-golgi localized monothiol glutaredoxin, binds Fe-S cluster; more simila..."
RPN4,1.02711206664,1.70608124486,1.60443591913,1.92422690923,1.98723774489,2.1979795207,2.07142164298,2.42447762175,1.40498032224,1.6798139788,2.0534970375,2.12851879165,1.7480077779,2.17080393607,Transcription factor that stimulates expression of proteasome genes; Rpn4p levels are in turn regulated by the 26S proteasome in a negative feedback control mechanism; RPN4 is transcriptionally regulated by various stress responses; relative distribution to the nucleus increases upon DNA replication stress,Transcription factor that stimulates expression of proteasome genes; Rpn4p ...
ARP2,1.67665962633,2.23481532358,1.95635602533,2.37097585375,1.96882627921,2.32038964727,1.89386785477,2.39556512187,2.20690486689,2.13495103722,1.86899438934,2.32173245722,2.45599297492,2.53273932096,Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity; required for efficient Golgi-to-ER trafficking in COPI mutants,Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved act...
NAT1,1.35586191873,2.04529653063,1.58423070769,2.09450289739,1.53263515291,1.95319796967,1.33983833228,1.83258127756,1.55079949075,2.07004772482,1.7167999194,1.93129882148,2.0457321285,1.95181660546,"Subunit of protein N-terminal acetyltransferase NatA; NatA is comprised of Nat1p, Ard1p, and Nat5p; N-terminally acetylates many proteins, which influences multiple processes such as the cell cycle, heat-shock resistance, mating, sporulation, and telomeric silencing",Subunit of protein N-terminal acetyltransferase NatA; NatA is comprised of ...
STP4,-1.5,0.128195829189,0.215542547164,0.589909492873,-0.145181148804,0.310325494996,0.438867131143,0.830030185289,-1.5,-1.5,-1.5,0.792349370431,0.827246760514,0.993810916263,"Protein containing a Kruppel-type zinc-finger domain; similar to Stp1p, Stp2p; predicted transcription factor; relative distribution to the nucleus increases upon DNA replication stress; STP4 has a paralog, STP3, that arose from the whole genome duplication","Protein containing a Kruppel-type zinc-finger domain; similar to Stp1p, Stp..."
YDL057W,0.391234703992,1.2056080525,0.690894779144,0.910359764868,0.749300390918,1.15365451227,1.18722063519,1.41828053566,0.836049749229,1.06512591522,1.00744520977,1.36461161542,1.82419851894,1.55234713675,Putative protein of unknown function; YDL057W is not an essential gene,Putative protein of unknown function; YDL057W is not an essential gene
IDP1,1.95690601607,2.50291848566,2.18527480503,2.57294108995,2.20582723357,2.51855351807,2.11566753887,2.31407211275,3.62896484281,2.48527195991,3.50501208268,2.45316167278,2.19147689155,2.27150698625,Mitochondrial NADP-specific isocitrate dehydrogenase; catalyzes the oxidation of isocitrate to alpha-ketoglutarate; not required for mitochondrial respiration and may function to divert alpha-ketoglutarate to biosynthetic processes,Mitochondrial NADP-specific isocitrate dehydrogenase; catalyzes the oxidati...
RXT3,0.739791212956,1.60531708391,1.27413726243,1.6568562825,1.38842146187,1.56358270886,1.11935372978,1.59980740007,1.18460625819,1.63553117381,0.878880464015,1.41213812872,2.00757507251,1.87207731953,Component of the Rpd3L histone deacetylase complex; involved in histone deacetylation; protein abundance increases in response to DNA replication stress,Component of the Rpd3L histone deacetylase complex; involved in histone dea...
